trip1, sequence1, lat, long, trip2, sequence2, lat2,long2
50,1338,19.6895926377,-99.1871379013,7,183,19.6896529,-99.1871379013
125,3223,19.4265071004,-99.036975046,202,5153,19.4265250761,-99.036975046
59,7741,19.4781404179,-99.1199015646,327,11626,19.47814532,-99.1199015646
471,11906,19.4110678885,-99.0693010495,366,9281,19.4110268,-99.0693010495
472,11922,19.2915566597,-99.1220292467,567,14470,19.2915356805,-99.1220292467
369,9352,19.3876283886,-99.1670291665,236,6077,19.3877135229,-99.1670291665
160,4168,19.3661495,-99.1556198,454,14407,19.3661872759,-99.1556198
55,12982,19.408661985,-99.0308371418,484,13670,19.4086504308,-99.0308371418
347,13877,19.3142856556,-98.9298957573,356,9100,19.3142854076,-98.9298957573
247,6372,19.3541959274,-99.0588536865,399,10032,19.3542821255,-99.0588536865
473,11973,19.3384346165,-99.1927960553,97,5843,19.338441684,-99.1927960553
244,6278,19.6650696317,-99.0795248184,504,12744,19.6650939962,-99.0795248184
30,786,19.3387472524,-99.1909825146,576,14679,19.3387476,-99.1909825146
72,1956,19.470289905,-99.0796072921,46,1254,19.4702536353,-99.0796072921
202,5153,19.4265250761,-99.0370493542,125,3223,19.4265071004,-99.0370493542
46,1259,19.4765333619,-99.0838522195,537,13644,19.4765363396,-99.0838522195
582,14779,19.3455802884,-99.0654706027,88,3257,19.3455794936,-99.0654706027
62,1684,19.2558702242,-99.1067511776,420,10657,19.2558902139,-99.1067511776
156,4046,19.3582190582,-99.1699239139,414,10424,19.3582118367,-99.1699239139
340,8759,19.6110505078,-99.1813843719,388,9799,19.6109692836,-99.1813843719
211,7695,19.4141590634,-99.0431659661,484,12218,19.4141401515,-99.0431659661
434,11011,19.3566452456,-99.1527270968,160,4166,19.3565724384,-99.1527270968
469,11848,19.372315,-99.0980818,116,3004,19.3723173724,-99.0980818
16,6516,19.4165792383,-99.1789642709,12,334,19.4165894119,-99.1789642709
582,14817,19.3898479918,-99.0743999447,231,11284,19.389913499,-99.0743999447
83,2224,19.358429353,-99.1625869593,37,958,19.3584306081,-99.1625869593
452,11440,19.4930233072,-99.1457429556,629,16237,19.4929415698,-99.1457429556
250,6475,19.4884202185,-99.0161703218,387,9782,19.4884003,-99.0161703218
2,55,19.5364603977,-99.0271862776,282,7305,19.5364015847,-99.0271862776
449,11349,19.3560387727,-99.0860223739,611,15679,19.3560535231,-99.0860223739
194,4928,19.3384112663,-99.0652076032,582,14783,19.3383730099,-99.0652076032
137,3547,19.2890358706,-99.146904629,221,5672,19.2889855279,-99.146904629
61,5937,19.3415708103,-99.1375024556,168,4397,19.3416272624,-99.1375024556
26,709,19.3940322858,-99.1000518064,273,7127,19.3940522935,-99.1000518064
133,3433,19.3586686804,-99.0855100084,78,13319,19.3586447429,-99.0855100084
463,11668,19.4632271,-99.1516579,143,3671,19.4632206244,-99.1516579
537,13621,19.4800499361,-99.0507158326,248,15038,19.4800412305,-99.0507158326
500,12580,19.3013643335,-99.1476381597,326,8449,19.3013575029,-99.1476381597
101,2672,19.2781176381,-99.010123176,159,4131,19.2781725137,-99.010123176
450,11406,19.3475888608,-99.1904342308,37,967,19.3475531442,-99.1904342308
177,4594,19.3565279839,-99.086805979,525,13274,19.3565291342,-99.086805979
439,11128,19.3950036707,-99.2305026684,215,5422,19.3949863228,-99.2305026684
259,8823,19.4159766132,-99.0569828516,211,5359,19.4159683725,-99.0569828516
327,11603,19.4241789236,-99.182063656,295,7725,19.4241696393,-99.182063656
45,13508,19.4854086038,-99.1186176971,327,8469,19.4854303691,-99.1186176971
91,2369,19.4570262207,-99.0804481398,18,12861,19.457021199,-99.0804481398
500,12601,19.2834220097,-99.2030621256,266,6979,19.283399834,-99.2030621256
61,5936,19.3415708103,-99.1375024556,168,4397,19.3416272624,-99.1375024556
407,10248,19.4215839411,-99.1744131037,18,506,19.4215466,-99.1744131037
162,4218,19.3041578935,-99.1803304269,148,3801,19.3040804955,-99.1803304269
618,15842,19.4825263378,-99.0758868907,72,1959,19.4824970273,-99.0758868907
543,13790,19.4229788381,-99.1260338048,321,8346,19.4229329,-99.1260338048
198,15994,19.3047517223,-99.1803422991,266,6970,19.3046625074,-99.1803422991
231,5924,19.3915612832,-99.0740054962,624,16031,19.3916192782,-99.0740054962
198,5056,19.3076388,-99.1805365,266,6966,19.3076588757,-99.1805365
644,16604,19.3372830518,-99.1836844357,507,12809,19.3372639354,-99.1836844357
97,5843,19.338441684,-99.192769106,473,11973,19.3384346165,-99.192769106
462,11649,19.8001262491,-99.1031180482,552,14067,19.8001189135,-99.1031180482
496,12473,19.4398279,-99.1409499,172,4468,19.4398279,-99.1409499
295,7716,19.409165234,-99.2335568236,213,5378,19.4092204124,-99.2335568236
629,16241,19.5004936081,-99.1486949531,452,11441,19.5004426488,-99.1486949531
569,14516,19.3038385149,-99.1452265313,610,15620,19.3038989376,-99.1452265313
9,269,19.317947167,-99.1389102621,369,9366,19.3180122205,-99.1389102621
569,14514,19.3024320242,-99.1462670108,610,15619,19.302496472,-99.1462670108
217,5519,19.4199235765,-99.1749908416,454,14387,19.419943407,-99.1749908416
504,12710,19.5331969518,-99.0681091325,497,12490,19.5331831525,-99.0681091325
340,8734,19.5043696259,-99.2012891007,119,15752,19.5043347372,-99.2012891007
177,4595,19.3598521175,-99.0847433496,110,2872,19.3598041441,-99.0847433496
457,11721,19.415072659,-99.1507318516,399,10077,19.4150587399,-99.1507318516
170,4417,19.3651527065,-99.1641414333,68,1828,19.3651537439,-99.1641414333
528,13387,19.4598169302,-99.1638519333,237,6094,19.4598160891,-99.1638519333
211,7702,19.4181667547,-99.0712997684,55,1441,19.4180999389,-99.0712997684
317,8262,19.3370642404,-99.1857222614,507,12805,19.3370602599,-99.1857222614
393,9920,19.439593943,-99.137438643,172,4470,19.4395397615,-99.137438643
18,12873,19.4683110547,-99.1248777159,254,6592,19.4683256747,-99.1248777159
610,15625,19.3044049516,-99.1259294926,65,1774,19.3044406925,-99.1259294926
502,12658,19.3454898898,-99.1075775209,22,633,19.3454601191,-99.1075775209
162,4238,19.3053464658,-99.2343199578,97,2541,19.305410715,-99.2343199578
26,709,19.3940322858,-99.1000518064,273,7129,19.3940310964,-99.1000518064
500,12582,19.2994491402,-99.1500084446,80,2135,19.2994096125,-99.1500084446
535,13543,19.4981893806,-99.1185894517,377,9532,19.4982491295,-99.1185894517
17,504,19.3377902122,-99.1473210602,454,11478,19.3378024548,-99.1473210602
108,2828,19.5504958147,-99.0519899977,387,12631,19.5505517464,-99.0519899977
488,12279,19.3374000103,-99.2368811721,357,9133,19.3374070077,-99.2368811721
78,13309,19.3835230248,-99.0760264795,257,13498,19.3835863551,-99.0760264795
206,5281,19.507976035,-99.173113358,92,2424,19.5079767041,-99.173113358
478,12087,19.4334758219,-99.1097827571,323,8368,19.4334213147,-99.1097827571
61,1666,19.2763893017,-99.1213100208,375,9497,19.276446268,-99.1213100208
97,2553,19.3274921,-99.2120592,317,8260,19.3274387811,-99.2120592
266,6970,19.3046625074,-99.1803405154,198,15994,19.3047517223,-99.1803405154
624,16039,19.3823337321,-99.0763618904,231,11288,19.3822886841,-99.0763618904
266,6975,19.2844544998,-99.1891560462,144,3717,19.2844542228,-99.1891560462
415,10475,19.3437672346,-99.1903079798,409,10326,19.3437729263,-99.1903079798
450,11407,19.3427860307,-99.1907339693,488,12267,19.3427121315,-99.1907339693
126,3249,19.5175335946,-99.1916663654,340,8739,19.5175342808,-99.1916663654
441,11181,19.4202330958,-99.1769377407,324,8402,19.4202357059,-99.1769377407
160,4163,19.3482335189,-99.1503538407,434,11005,19.3482828211,-99.1503538407
244,6258,19.6008363,-99.0475389,387,16488,19.6008277031,-99.0475389
36,928,19.3099722865,-99.1560791293,361,9192,19.3099946812,-99.1560791293
482,12188,19.3562753,-99.3005002,8,10598,19.3562753,-99.3005002
198,5037,19.2859626705,-99.1921533653,325,8428,19.2859775481,-99.1921533653
198,5050,19.2924264147,-99.1782383334,225,5755,19.292342196,-99.1782383334
208,5310,19.4074942797,-99.0037730206,332,14377,19.4074507731,-99.0037730206
259,6746,19.4220730857,-99.0219965487,125,12410,19.4220826,-99.0219965487
475,12047,19.4256164862,-99.1280555364,100,2642,19.425682409,-99.1280555364
525,13270,19.3564646343,-99.1094975387,150,3868,19.3565454397,-99.1094975387
582,14818,19.3915103841,-99.0740172148,231,5924,19.3915612832,-99.0740172148
128,3269,19.3097740547,-99.0668222389,506,12767,19.3098099737,-99.0668222389
542,13786,19.3509945424,-99.3017465098,648,16694,19.3509435436,-99.3017465098
552,14047,19.509830507,-99.1060647045,43,1169,19.5098206288,-99.1060647045
155,4012,19.3429003509,-99.151044993,473,13477,19.3429059715,-99.151044993
39,1003,19.3225161645,-99.0836292631,90,2362,19.3224997685,-99.0836292631
61,5974,19.2612878782,-99.1038099469,353,9047,19.2613536042,-99.1038099469
198,16002,19.2867319348,-99.18637352,325,8423,19.2866966645,-99.18637352
72,1959,19.4824970273,-99.0758986311,618,15842,19.4825263378,-99.0758986311
51,1366,19.3442993242,-99.0643377381,435,11032,19.3442389596,-99.0643377381
15,446,19.3420609856,-99.1404233052,169,4402,19.3420451597,-99.1404233052
575,14649,19.2507864592,-98.8761177212,42,1124,19.2507610485,-98.8761177212
37,963,19.3529934533,-99.1766870348,222,5685,19.3529669792,-99.1766870348
441,11180,19.4189641436,-99.1776624966,12,338,19.4189462974,-99.1776624966
285,7429,19.3371673683,-99.1848559541,31,852,19.3371570194,-99.1848559541
105,2758,19.2981377076,-99.1516630365,325,8406,19.2981875911,-99.1516630365
31,2799,19.3385266711,-99.1899594049,20,559,19.338532037,-99.1899594049
18,530,19.4639856717,-99.112897679,44,1194,19.4640104881,-99.112897679
234,6044,19.5063489778,-99.1301460172,547,13925,19.5062735555,-99.1301460172
372,9434,19.4087175253,-99.1134503957,481,12170,19.4086826505,-99.1134503957
156,4027,19.29786491,-99.1523414723,144,3693,19.2978625661,-99.1523414723
239,9974,19.388376856,-99.1121948887,40,1021,19.3883779088,-99.1121948887
398,10013,19.3785990997,-99.0598418485,247,6380,19.3785812142,-99.0598418485
582,14786,19.3384662636,-99.064244834,194,6337,19.3384232574,-99.064244834
259,6743,19.4256541559,-99.0369883127,332,14362,19.4256661548,-99.0369883127
83,2221,19.3572043891,-99.1422370777,37,947,19.3571986452,-99.1422370777
471,11883,19.3597332991,-99.084809107,110,2872,19.3598041441,-99.084809107
263,6929,19.3450500017,-99.1443037172,221,5681,19.3450526662,-99.1443037172
624,16028,19.3916192782,-99.073992144,231,5924,19.3915612832,-99.073992144
165,16536,19.2645417,-99.1080044,375,9491,19.2645477738,-99.1080044
58,1584,19.5558364541,-99.0263624757,13,388,19.5558973262,-99.0263624757
33,864,19.303769885,-99.1801608969,4,89,19.3037788448,-99.1801608969
299,7786,19.4204929302,-99.0957669773,224,5744,19.4204869825,-99.0957669773
79,9306,19.406896,-99.08131,261,6813,19.406896,-99.08131
554,14999,19.311614515,-99.1612718931,635,16322,19.3116120715,-99.1612718931
435,11033,19.3443408,-99.0643383,51,1366,19.3442993242,-99.0643383
325,8442,19.2842684,-99.2124293,41,4761,19.284260832,-99.2124293
561,14319,19.3561319168,-99.1053804643,399,10043,19.3561285021,-99.1053804643
235,6055,19.3074219691,-99.1242325685,577,16256,19.3074529856,-99.1242325685
465,11738,19.3039873839,-99.1803343499,162,4221,19.3039497528,-99.1803343499
543,13822,19.364876269,-99.1099503846,226,5793,19.3648787666,-99.1099503846
580,14745,19.4969579,-99.1183729,59,7751,19.4969579,-99.1183729
165,16534,19.2645417,-99.1080044,375,9491,19.2645477738,-99.1080044
153,3939,19.4209472,-99.1761272,219,12048,19.4209489484,-99.1761272
397,9985,19.3404063362,-99.19150373,324,12254,19.3404394733,-99.19150373
527,13349,19.4514996,-99.0786962,2,68,19.4515371275,-99.0786962
599,15302,19.4632328,-99.1541099,606,15522,19.463221003,-99.1541099
113,2940,19.2784029988,-99.0074860657,216,16107,19.2784764736,-99.0074860657
172,4468,19.4398279,-99.1409499,496,12472,19.4398279,-99.1409499
621,15935,19.3168002723,-99.1381206292,217,5558,19.3167789513,-99.1381206292
549,13987,19.3512962493,-99.07563577,449,11355,19.3512900012,-99.07563577
152,5143,19.4213914868,-99.1336508104,80,12020,19.4214508048,-99.1336508104
610,15620,19.3038989376,-99.1451814608,156,4025,19.3039277871,-99.1451814608
66,1793,19.4583466,-99.2143752,583,15401,19.4582930945,-99.2143752
454,11480,19.3572367004,-99.1529048248,306,7921,19.3572182087,-99.1529048248
247,6390,19.3827934,-99.0607626,613,15710,19.3828349359,-99.0607626
471,11900,19.4001112,-99.0720272,231,5926,19.4000415655,-99.0720272
151,3892,19.3168758242,-99.1383677986,454,14423,19.3168670048,-99.1383677986
308,7977,19.4576222916,-99.2146893738,583,15395,19.4576773797,-99.2146893738
159,4095,19.2999637551,-99.1110172918,65,1779,19.2999492101,-99.1110172918
4,97,19.2982965,-99.1513354,369,9371,19.2982965,-99.1513354
101,2682,19.2558566766,-99.0112004797,70,1859,19.2558444051,-99.0112004797
198,15993,19.3047806722,-99.1803428779,266,6969,19.3047141631,-99.1803428779
255,6612,19.3385126145,-99.1922181742,97,4395,19.3384970297,-99.1922181742
67,1803,19.5185378924,-99.1475952455,75,1998,19.5184655562,-99.1475952455
387,12631,19.5505517464,-99.0519750524,108,2828,19.5504958147,-99.0519750524
211,7693,19.413678132,-99.0412890209,484,13673,19.4136649848,-99.0412890209
102,15961,19.4782673258,-99.1870332938,579,14739,19.4782600445,-99.1870332938
314,8133,19.3504380531,-99.0733812029,512,12931,19.3504177884,-99.0733812029
159,4094,19.2999858474,-99.1111186724,402,10136,19.2999692114,-99.1111186724
257,6690,19.3838708844,-99.0758124836,413,10374,19.3838654538,-99.0758124836
499,12571,19.375916,-99.1888605,249,6453,19.375916,-99.1888605
439,11130,19.4007208754,-99.2084801374,8,10621,19.4007278747,-99.2084801374
488,12267,19.3427121315,-99.1907548755,37,969,19.3427254732,-99.1907548755
155,4013,19.3428940125,-99.1510018354,473,13477,19.3429059715,-99.1510018354
624,16015,19.4111729164,-99.0692688039,611,15649,19.4112431394,-99.0692688039
413,10374,19.3838654538,-99.0758139833,257,6690,19.3838708844,-99.0758139833
95,2477,19.5024779,-99.1311875,270,7037,19.5025466046,-99.1311875
534,13540,19.4178267313,-99.0728275881,332,8611,19.4178191539,-99.0728275881
409,10326,19.3437729263,-99.1903064005,415,10475,19.3437672346,-99.1903064005
78,2061,19.3571093496,-99.0862549813,257,6678,19.3571692907,-99.0862549813
83,15278,19.3688579107,-99.1820595059,170,4412,19.3688609777,-99.1820595059
326,8461,19.2835507773,-99.1759981916,460,11592,19.2835878439,-99.1759981916
543,13835,19.3560769785,-99.0932659089,5,101,19.3560716403,-99.0932659089
102,15979,19.4989694157,-99.1842275041,438,11106,19.4989497205,-99.1842275041
37,947,19.3571986452,-99.1421676643,83,2221,19.3572043891,-99.1421676643
413,10374,19.3838654538,-99.0758139833,78,2069,19.3838315468,-99.0758139833
43,1169,19.5098206288,-99.1060758773,552,14047,19.509830507,-99.1060758773
136,8283,19.5112338917,-99.1985626693,89,8944,19.5112134943,-99.1985626693
611,15643,19.4175261197,-99.0722161336,332,14353,19.4175242361,-99.0722161336
194,12067,19.3442806591,-99.0643374852,435,11033,19.3443408,-99.0643374852
583,15405,19.477419123,-99.1996295265,337,8691,19.4774997554,-99.1996295265
554,15002,19.3125321017,-99.1703202869,404,10189,19.3125050708,-99.1703202869
16,6533,19.4649944382,-99.1378800427,12,354,19.4649969292,-99.1378800427
366,9287,19.3887752528,-99.0746468567,471,11895,19.3887918925,-99.0746468567
23,660,19.3448576952,-99.1809785988,31,855,19.3448622786,-99.1809785988
30,775,19.3368565158,-99.1820583743,443,11200,19.3368372483,-99.1820583743
74,1995,19.4943758447,-99.1201644267,607,15557,19.4944419,-99.1201644267
133,3436,19.3584372466,-99.0909903572,314,8140,19.3584520003,-99.0909903572
194,12075,19.3159123238,-99.0603620135,39,995,19.3159092083,-99.0603620135
209,5313,19.4212272626,-99.1749078068,153,3940,19.4212400661,-99.1749078068
621,15918,19.3201157742,-99.1565282497,85,5402,19.320053618,-99.1565282497
47,1267,19.3908394371,-99.1285659489,40,1031,19.3908467591,-99.1285659489
148,3798,19.323631759,-99.1737294885,98,2561,19.3236960493,-99.1737294885
435,11033,19.3443408,-99.0643383,194,12067,19.3442806591,-99.0643383
442,11186,19.2793210391,-99.1350600652,10,299,19.2793105885,-99.1350600652
347,8886,19.3566248488,-98.9856648101,256,7153,19.3566499259,-98.9856648101
402,10136,19.2999692114,-99.1110423306,159,4095,19.2999637551,-99.1110423306
332,14363,19.4255809081,-99.0366984515,370,11773,19.4255671485,-99.0366984515
266,6975,19.2844544998,-99.1891560462,325,8427,19.284475309,-99.1891560462
79,9296,19.3722766521,-99.0970540947,261,6800,19.3722756708,-99.0970540947
39,989,19.3103148565,-99.055158028,194,6322,19.3102797904,-99.055158028
337,8701,19.5102423006,-99.1987441442,633,16285,19.510239774,-99.1987441442
433,10996,19.2929568105,-99.1261762056,9,280,19.2929309761,-99.1261762056
37,940,19.3695843802,-99.122084339,83,2215,19.3695839015,-99.122084339
241,6184,19.4934558453,-99.2151259653,354,9055,19.493417266,-99.2151259653
259,8840,19.4156145028,-99.0047347262,208,7113,19.4155816269,-99.0047347262
398,12257,19.3764556069,-99.0599862128,51,15862,19.3765134854,-99.0599862128
18,12871,19.467847525,-99.1235086162,56,1454,19.4678581835,-99.1235086162
102,16703,19.5108405407,-99.1926808072,63,1704,19.5108515746,-99.1926808072
61,1649,19.2514978224,-99.0595437385,165,16553,19.2515162,-99.0595437385
92,2422,19.5069082662,-99.169860858,146,3748,19.5069102285,-99.169860858
200,5100,19.5017695187,-99.0940425199,497,12487,19.5017678287,-99.0940425199
110,2878,19.370372387,-99.07474385,587,14946,19.3702914566,-99.07474385
101,2669,19.2816027,-99.0068656,271,7099,19.2816027,-99.0068656
160,4167,19.3569803483,-99.1528277926,306,7920,19.3570091965,-99.1528277926
176,4566,19.3010465803,-99.1247897099,577,16253,19.301084091,-99.1247897099
637,16339,19.4479182383,-99.083819244,299,7789,19.4478945171,-99.083819244
504,12704,19.5217259322,-99.0838898433,161,4194,19.521745553,-99.0838898433
83,15277,19.3693117858,-99.1828121279,68,1824,19.3692647876,-99.1828121279
449,11324,19.3699946,-99.122507,226,5784,19.3699946,-99.122507
150,3873,19.3578406925,-99.1211574242,399,10050,19.3578391781,-99.1211574242
454,11478,19.3378024548,-99.1473248058,17,505,19.3377946524,-99.1473248058
237,6095,19.4678983029,-99.1756401298,528,13397,19.4678720677,-99.1756401298
500,12588,19.2978618546,-99.1523549942,156,4027,19.29786491,-99.1523549942
309,7992,19.3344887098,-99.1530667402,30,762,19.3344315974,-99.1530667402
410,10341,19.3337793421,-99.1021119214,502,12664,19.3337722369,-99.1021119214
1,3473,19.3820224695,-99.2393325213,405,10209,19.381987964,-99.2393325213
327,11628,19.484836,-99.1223125,59,11826,19.4848636364,-99.1223125
133,3419,19.3726436118,-99.0705716837,587,14949,19.3726212,-99.0705716837
473,13480,19.3416173,-99.1413071,335,8646,19.3416140258,-99.1413071
