trip1, sequence1, lat, long, trip2, sequence2, lat2,long2
28,2721,19.4019577572,-99.0658963717,220,5611,19.4019696878,-99.0658963717
35,893,19.3059601,-99.2338999,371,9413,19.3059601,-99.2338999
194,14569,19.3084085467,-99.0566554195,336,8652,19.3084284158,-99.0566554195
504,12729,19.6157850413,-99.0625905711,244,6263,19.6157638704,-99.0625905711
200,5110,19.5648630362,-99.0603164001,121,3096,19.5648917177,-99.0603164001
256,6674,19.4193386479,-99.0946402019,347,13904,19.4193400304,-99.0946402019
610,15619,19.302496472,-99.1462193201,569,14515,19.3024320242,-99.1462193201
46,1231,19.4507851,-99.0794283,299,7791,19.4507600078,-99.0794283
397,9984,19.3406910302,-99.1913860746,450,11409,19.3407118433,-99.1913860746
621,15921,19.3217965776,-99.154074757,85,2262,19.3217632391,-99.154074757
484,12209,19.4169319405,-99.073669714,112,2935,19.4169393397,-99.073669714
15,12821,19.3272849338,-99.172438562,621,15910,19.3272440517,-99.172438562
522,13195,19.2777925027,-99.1677958405,105,2767,19.2777994597,-99.1677958405
610,15620,19.3038989376,-99.1451814608,569,14516,19.3038385149,-99.1451814608
413,10370,19.3772331622,-99.0777278775,231,11291,19.3772656752,-99.0777278775
617,15791,19.4992752973,-99.0954690496,504,12702,19.4993242574,-99.0954690496
162,4223,19.3030491363,-99.1859942492,124,3174,19.3030555918,-99.1859942492
359,9161,19.4169463397,-99.0989551203,273,7124,19.4169636489,-99.0989551203
387,16531,19.4846173066,-99.1052366752,121,3111,19.4845831003,-99.1052366752
159,4112,19.2985920846,-99.0921317419,610,15636,19.298590852,-99.0921317419
216,5476,19.2557298759,-99.0112331586,101,2683,19.2557624694,-99.0112331586
63,1704,19.5108515746,-99.1927484921,102,16702,19.5108466889,-99.1927484921
125,3208,19.4148197835,-99.0027551147,208,9832,19.4148186162,-99.0027551147
42,1124,19.2507610485,-98.8760810748,575,14649,19.2507864592,-98.8760810748
325,8405,19.2992841772,-99.1502235117,500,12583,19.299292345,-99.1502235117
543,13826,19.3635228798,-99.1020579364,226,5797,19.3634990945,-99.1020579364
543,13790,19.4229788381,-99.1260338048,321,8347,19.4229329,-99.1260338048
611,15656,19.3948596688,-99.07323546,78,13304,19.3949070586,-99.07323546
314,8140,19.3584520003,-99.0909279222,540,13729,19.3584364648,-99.0909279222
125,12410,19.4220826,-99.0220353,259,6746,19.4220730857,-99.0220353
174,4510,19.5961637255,-99.0399323879,462,11636,19.5961175942,-99.0399323879
221,5673,19.2892086586,-99.1471085886,341,8790,19.2891606307,-99.1471085886
81,2166,19.4589506031,-99.1203046943,12,357,19.4589683273,-99.1203046943
223,5711,19.5087797417,-99.206654394,136,8284,19.5087728473,-99.206654394
420,10657,19.2558902139,-99.1068146211,62,1683,19.2558702242,-99.1068146211
310,10819,19.4805524173,-99.0770262691,537,14972,19.4806172987,-99.0770262691
217,5555,19.3213101193,-99.1389566538,36,4694,19.3213202335,-99.1389566538
154,3987,19.3250573306,-99.1665255272,85,5399,19.3250885981,-99.1665255272
172,4470,19.4395397615,-99.1374466775,393,9920,19.439593943,-99.1374466775
198,5056,19.3076388,-99.1805365,266,6967,19.3076388,-99.1805365
212,5365,19.3393728018,-99.1455380364,169,4403,19.3394375545,-99.1455380364
473,11974,19.3377240946,-99.1963152577,20,563,19.3377296917,-99.1963152577
370,9401,19.4304365,-99.0524819,534,13534,19.4304509534,-99.0524819
336,8678,19.344170101,-99.1371701625,113,2973,19.3441735847,-99.1371701625
279,7233,19.3064801594,-99.387477323,288,7575,19.3064774889,-99.387477323
624,16038,19.3845924496,-99.0757424815,366,9290,19.3846417552,-99.0757424815
261,6800,19.3722756708,-99.0970090834,613,15693,19.3722766502,-99.0970090834
387,16512,19.5242005919,-99.0829978166,121,3108,19.5242171062,-99.0829978166
504,12708,19.5301517623,-99.0742964182,497,12489,19.530158554,-99.0742964182
51,1366,19.3442993242,-99.0643377381,194,12067,19.3442806591,-99.0643377381
126,3250,19.5175170733,-99.1917627606,340,8739,19.5175342808,-99.1917627606
218,5577,19.4520940849,-99.0785240724,46,1237,19.4520981926,-99.0785240724
266,6962,19.3284816382,-99.173468476,98,2564,19.3284814578,-99.173468476
414,10403,19.2980208096,-99.138363485,472,11925,19.2980150067,-99.138363485
295,7725,19.4241696393,-99.182005602,327,11603,19.4241789236,-99.182005602
416,10537,19.3646674696,-99.0680513091,129,3301,19.3646268647,-99.0680513091
528,13406,19.4790134067,-99.1886027715,403,10162,19.4790154136,-99.1886027715
420,10657,19.2558902139,-99.1068146211,62,1684,19.2558702242,-99.1068146211
236,6066,19.4328186806,-99.1722327151,463,11680,19.4327759483,-99.1722327151
133,3436,19.3584372466,-99.0909903572,540,13729,19.3584364648,-99.0909903572
217,5518,19.420687,-99.1754234,454,14384,19.4206948097,-99.1754234
414,10451,19.4057884729,-99.1610712964,472,11952,19.4058143136,-99.1610712964
150,3862,19.3570017218,-99.096377067,561,14316,19.3570123585,-99.096377067
244,6254,19.5980547341,-99.0489450976,139,3609,19.5980730495,-99.0489450976
26,709,19.3940322858,-99.1000518064,273,7128,19.3940463693,-99.1000518064
105,2754,19.2999925894,-99.1492999288,341,9930,19.2999750045,-99.1492999288
85,5398,19.3251659122,-99.16678276,15,467,19.3251662916,-99.16678276
216,16139,19.3146195316,-99.0708852279,113,2956,19.3145975937,-99.0708852279
151,3900,19.303583457,-99.1239376384,65,1777,19.3035613956,-99.1239376384
10,3642,19.3419209167,-99.143530042,183,4732,19.3419030458,-99.143530042
500,12603,19.2831067896,-99.2040539252,325,8434,19.2831043674,-99.2040539252
217,5554,19.3225576719,-99.1392118694,621,15931,19.3226113658,-99.1392118694
49,1322,19.3130979433,-99.1691783085,361,9196,19.3130418,-99.1691783085
117,3039,19.3759186303,-99.1888918559,249,6453,19.375916,-99.1888918559
332,14353,19.4175242361,-99.0722576406,611,15643,19.4175261197,-99.0722576406
225,5755,19.292342196,-99.1782444962,198,5050,19.2924264147,-99.1782444962
335,8644,19.3427569869,-99.1502042284,473,13478,19.3427564068,-99.1502042284
257,13488,19.4140736073,-99.0870619512,220,5609,19.4140497,-99.0870619512
72,1954,19.4578318442,-99.0803049487,46,1246,19.4578819656,-99.0803049487
585,14891,19.3588867122,-99.1709583683,37,6019,19.3589202619,-99.1709583683
393,9915,19.442773281,-99.1370477591,254,6602,19.4428290244,-99.1370477591
401,10128,19.420674291,-99.1754881189,217,5518,19.420687,-99.1754881189
83,2210,19.372242875,-99.1031491735,273,15375,19.3721992689,-99.1031491735
239,6145,19.3857955022,-99.1009807712,40,7599,19.3857829335,-99.1009807712
78,13312,19.3731223853,-99.0798095711,257,13501,19.3730720518,-99.0798095711
582,14819,19.3918890405,-99.0739300362,78,2070,19.3918713485,-99.0739300362
551,14004,19.3086249659,-99.1782902054,266,6965,19.3085892702,-99.1782902054
427,10832,19.294818269,-99.1824519814,225,5758,19.2948037443,-99.1824519814
117,13237,19.3641238603,-99.1950452409,57,1495,19.3641238974,-99.1950452409
288,7546,19.3561110607,-99.2994412742,73,1986,19.3561930174,-99.2994412742
583,14832,19.4887265705,-99.216815701,354,9057,19.4886646422,-99.216815701
411,10350,19.2984075638,-99.1513350324,144,3692,19.2984223201,-99.1513350324
306,7920,19.3570091965,-99.1528364613,160,4167,19.3569803483,-99.1528364613
18,12870,19.467847525,-99.1235086162,56,1454,19.4678581835,-99.1235086162
18,12873,19.4683110547,-99.1248777159,303,7867,19.468316599,-99.1248777159
124,3163,19.313762952,-99.1732123275,266,6964,19.3138278203,-99.1732123275
387,12623,19.5299456048,-99.0746986441,504,12707,19.5299418283,-99.0746986441
1,3482,19.389890296,-99.2050486316,609,15575,19.3898967493,-99.2050486316
236,6071,19.428613276,-99.1733841357,369,9345,19.4285711,-99.1733841357
387,12620,19.5219219444,-99.0837934555,617,15795,19.5218730969,-99.0837934555
155,4009,19.343935191,-99.1588288327,315,8189,19.3439292262,-99.1588288327
239,9981,19.3908103665,-99.128267635,40,7586,19.3908096411,-99.128267635
101,2681,19.2569291823,-99.0109238636,216,5473,19.256993903,-99.0109238636
507,12808,19.337297479,-99.1841845855,169,11508,19.337294091,-99.1841845855
383,9715,19.4178366895,-99.0732691285,231,11273,19.4178345109,-99.0732691285
402,10131,19.3028957332,-99.1459238694,500,12575,19.3029179148,-99.1459238694
579,14738,19.4782421868,-99.1870376713,102,15961,19.4782673258,-99.1870376713
58,1539,19.4848173795,-99.1220501633,122,10221,19.4848167966,-99.1220501633
549,13986,19.3517371,-99.076615887,381,9662,19.3517367744,-99.076615887
261,6818,19.41477236,-99.0940183871,189,7019,19.4147634906,-99.0940183871
245,6291,19.5048023864,-99.1115021489,174,4507,19.5048377623,-99.1115021489
500,12581,19.2995205145,-99.1499153916,554,14135,19.2995290549,-99.1499153916
165,4291,19.2033780855,-99.0469149556,61,6005,19.203384628,-99.0469149556
427,10839,19.2952116382,-99.1552675865,433,10990,19.2952307663,-99.1552675865
484,13679,19.4179039516,-99.0737604613,370,9405,19.4179115991,-99.0737604613
117,13234,19.3732517858,-99.1880414415,324,12243,19.3732662627,-99.1880414415
78,2071,19.3941700194,-99.0733958178,471,11898,19.3942425476,-99.0733958178
324,8393,19.383672347,-99.1837012585,187,4805,19.3836426694,-99.1837012585
405,10195,19.3946820024,-99.1951675684,609,15582,19.3946585218,-99.1951675684
73,1986,19.3561930174,-99.2994083348,288,7546,19.3561110607,-99.2994083348
231,5924,19.3915612832,-99.0740054962,624,16030,19.3916192782,-99.0740054962
219,5606,19.4241836517,-99.1820932207,327,11603,19.4241789236,-99.1820932207
585,14901,19.4078044186,-99.0970517023,34,870,19.4078393522,-99.0970517023
299,7786,19.4204929302,-99.0957669773,224,5745,19.4204924056,-99.0957669773
512,12932,19.3504177884,-99.0733376032,314,8133,19.3504380531,-99.0733376032
556,14198,19.5027747908,-99.1159188471,179,4646,19.5028116745,-99.1159188471
537,14979,19.4784887617,-99.0569138794,248,15028,19.4784831683,-99.0569138794
15,12839,19.3424585011,-99.1478943676,17,9476,19.3424537176,-99.1478943676
583,15401,19.4582930945,-99.2143997871,66,1791,19.4583466,-99.2143997871
194,4950,19.3043732101,-99.0599051719,22,651,19.3043456954,-99.0599051719
262,6858,19.4769939484,-99.1214741974,122,3126,19.4770158446,-99.1214741974
91,2378,19.4657753472,-99.1175717654,18,12867,19.4657831437,-99.1175717654
221,5681,19.3450526662,-99.1443044085,263,6929,19.3450500017,-99.1443044085
52,1400,19.4083235814,-99.0755309201,257,6697,19.4082702832,-99.0755309201
8,10624,19.4019865965,-99.2004511659,439,11131,19.4019541548,-99.2004511659
100,2639,19.418216648,-99.0929021044,42,1162,19.4182586561,-99.0929021044
222,5702,19.3175124347,-99.236700813,30,806,19.3175633,-99.236700813
266,6975,19.2844544998,-99.1891560462,198,5038,19.2844585973,-99.1891560462
587,14946,19.3702914566,-99.0747401654,110,2878,19.370372387,-99.0747401654
300,7817,19.4250930992,-99.1069093926,2,73,19.4250513269,-99.1069093926
500,12580,19.3013643335,-99.1476381597,376,9530,19.3013162,-99.1476381597
72,13973,19.4462910366,-99.0866518816,131,12907,19.4463109745,-99.0866518816
224,5742,19.4452152764,-99.0870961932,16,6543,19.4451482136,-99.0870961932
291,7605,19.4563069251,-99.215351862,308,7980,19.4563674225,-99.215351862
473,13468,19.3372708493,-99.1842831954,285,7430,19.3372714012,-99.1842831954
108,2834,19.6137804275,-99.0392727498,498,12513,19.6138558058,-99.0392727498
59,7748,19.4904718708,-99.1187264929,45,1226,19.4904891577,-99.1187264929
172,4468,19.4398279,-99.1409499,496,12473,19.4398279,-99.1409499
615,15766,19.4759506236,-99.0789961075,248,6424,19.4760093619,-99.0789961075
236,6077,19.3877135229,-99.1670089229,369,9352,19.3876283886,-99.1670089229
146,3751,19.5043088089,-99.1742014205,92,2427,19.504231315,-99.1742014205
162,4243,19.2942734151,-99.2310744019,97,5861,19.2942184602,-99.2310744019
561,14317,19.3561081163,-99.1010596628,5,2503,19.3561092259,-99.1010596628
306,7921,19.3572182087,-99.1528992681,454,11479,19.3571911138,-99.1528992681
377,9532,19.4982491295,-99.1185749022,535,13543,19.4981893806,-99.1185749022
361,9194,19.3157655243,-99.1662686145,54,1426,19.3158177,-99.1662686145
263,6882,19.3046181,-99.2693793,31,2820,19.3046713779,-99.2693793
586,14905,19.5115076327,-99.1969617346,581,14775,19.5115075774,-99.1969617346
577,14703,19.3032407517,-99.1246104471,517,13083,19.3031756643,-99.1246104471
504,12695,19.4830540786,-99.1067247146,363,9221,19.4830587097,-99.1067247146
179,4635,19.598598263,-99.0497480528,139,3612,19.5986310277,-99.0497480528
517,13070,19.2674035516,-99.1161193693,577,16248,19.2673896,-99.1161193693
22,616,19.4238264322,-99.094304308,81,2175,19.4238123946,-99.094304308
427,10840,19.2979352,-99.1515878,10,14297,19.2979352,-99.1515878
92,2427,19.504231315,-99.1741713555,146,3751,19.5043088089,-99.1741713555
226,5785,19.3694506,-99.1238741,449,11323,19.3694506,-99.1238741
375,9495,19.2731368049,-99.1194489321,61,1664,19.2730632036,-99.1194489321
254,6592,19.4683256747,-99.1249200177,572,14559,19.4683152328,-99.1249200177
445,11224,19.3056209333,-99.1846250133,278,7211,19.3055995226,-99.1846250133
91,2401,19.4567354263,-99.180378785,204,5217,19.4566998878,-99.180378785
610,15636,19.298590852,-99.0921337953,159,4112,19.2985920846,-99.0921337953
239,9982,19.3908129,-99.1283193,40,7586,19.3908096411,-99.1283193
369,9366,19.3180122205,-99.1388868936,9,269,19.317947167,-99.1388868936
413,10374,19.3838654538,-99.0758139833,257,6691,19.3839469534,-99.0758139833
12,353,19.4649969292,-99.1379407522,16,6533,19.4649944382,-99.1379407522
525,13274,19.3565291342,-99.0867883477,177,4593,19.3565279839,-99.0867883477
216,5455,19.3150524814,-99.0716875893,435,11049,19.3150564375,-99.0716875893
582,14811,19.3751502816,-99.0674537883,231,11295,19.3750716789,-99.0674537883
156,4027,19.29786491,-99.1523414723,500,12585,19.2978622525,-99.1523414723
278,7211,19.3055995226,-99.1846653851,480,12140,19.3056182,-99.1846653851
17,9751,19.3420663,-99.1404136,169,4402,19.3420451597,-99.1404136
65,1778,19.3007009837,-99.114180161,159,4089,19.3006840031,-99.114180161
70,1861,19.2549221932,-99.0108635498,216,5483,19.2549247491,-99.0108635498
273,7128,19.3940463693,-99.1000500217,26,709,19.3940322858,-99.1000500217
543,13833,19.3602093568,-99.0936507186,449,11337,19.3602293,-99.0936507186
275,7372,19.4745184524,-99.1096848052,138,3557,19.4745458108,-99.1096848052
16,6533,19.4649944382,-99.1378800427,12,353,19.4649969292,-99.1378800427
97,5859,19.3029987113,-99.2340108448,576,14693,19.3029982751,-99.2340108448
262,6850,19.4649700598,-99.0851978756,424,10748,19.4649693282,-99.0851978756
439,11131,19.4019541548,-99.2005198881,8,10624,19.4019865965,-99.2005198881
171,4449,19.6075896021,-99.0522789275,244,6261,19.6076193617,-99.0522789275
144,3708,19.2956122196,-99.1840660522,500,12592,19.2956178285,-99.1840660522
361,9192,19.3099946812,-99.1561430563,36,928,19.3099722865,-99.1561430563
332,14370,19.4207571992,-99.016940705,125,12412,19.4207773109,-99.016940705
222,5685,19.3529669792,-99.1767199592,37,963,19.3529934533,-99.1767199592
381,9664,19.3504059756,-99.0736912263,226,5809,19.3503680034,-99.0736912263
97,5841,19.3437477,-99.1903134,409,10326,19.3437729263,-99.1903134
16,6538,19.4599218344,-99.1232781123,81,2164,19.4599503492,-99.1232781123
170,4427,19.3566474004,-99.1116980234,525,13269,19.3566454,-99.1116980234
489,12316,19.4186102,-99.0933397,347,13900,19.4186534,-99.0933397
17,505,19.3377946524,-99.1473224187,454,11478,19.3378024548,-99.1473224187
125,3224,19.4277241788,-99.041654555,332,8596,19.4277336318,-99.041654555
237,6094,19.4598160891,-99.1638471609,528,13387,19.4598169302,-99.1638471609
504,12703,19.5003481326,-99.0946941629,200,5099,19.5003792864,-99.0946941629
273,7127,19.3940522935,-99.100049271,26,709,19.3940322858,-99.100049271
450,11409,19.3407118433,-99.1913774732,397,9984,19.3406910302,-99.1913774732
324,8378,19.3479253874,-99.1903714252,155,3991,19.3478406711,-99.1903714252
229,5886,19.3259338598,-99.1681493165,15,464,19.3259388357,-99.1681493165
219,5606,19.4241836517,-99.1820932207,295,7725,19.4241696393,-99.1820932207
31,2820,19.3046713779,-99.2694107823,263,6882,19.3046181,-99.2694107823
9,280,19.2929309761,-99.1261127283,433,10996,19.2929568105,-99.1261127283
28,738,19.391408441,-99.0460072883,489,12307,19.3914419556,-99.0460072883
35,895,19.3077836003,-99.2302487678,371,9415,19.3077428894,-99.2302487678
22,633,19.3454601191,-99.1075820258,502,12658,19.3454898898,-99.1075820258
45,13513,19.4564964295,-99.1295636187,393,9909,19.4564147113,-99.1295636187
271,7064,19.393170393,-99.0506145993,220,5616,19.3931958061,-99.0506145993
266,6976,19.2859596864,-99.1921620667,198,5037,19.2859626705,-99.1921620667
102,15960,19.4782096488,-99.1870423078,579,14739,19.4782600445,-99.1870423078
587,14949,19.3726212,-99.0706185,133,3419,19.3726436118,-99.0706185
184,4740,19.5222342659,-99.0326853394,421,10690,19.5222965964,-99.0326853394
81,2177,19.4211851684,-99.0957552577,16,6548,19.4212593695,-99.0957552577
144,3707,19.2954552426,-99.1827538944,569,14525,19.295448904,-99.1827538944
266,6979,19.283399834,-99.2031305463,500,12601,19.2834220097,-99.2031305463
528,13362,19.4412018261,-99.0931591338,478,12089,19.4411887576,-99.0931591338
2,73,19.4250513269,-99.1068277205,300,7817,19.4250930992,-99.1068277205
15,12823,19.3316172583,-99.1709969745,229,5890,19.3315557102,-99.1709969745
275,7381,19.4686518,-99.0642753,299,13220,19.4686415447,-99.0642753
332,14358,19.4276713436,-99.047138094,259,6738,19.4276497397,-99.047138094
460,11584,19.2809330478,-99.1919342349,198,5034,19.2809447796,-99.1919342349
450,11407,19.3427860307,-99.1907339693,37,969,19.3427254732,-99.1907339693
46,15443,19.4750260574,-99.0791180888,615,15767,19.4750199127,-99.0791180888
472,11952,19.4058143136,-99.1610781618,414,10451,19.4057884729,-99.1610781618
225,5754,19.2921608586,-99.1782577656,427,10831,19.2921098932,-99.1782577656
583,15401,19.4582930945,-99.2143997871,66,1792,19.4583466,-99.2143997871
247,6396,19.3894098241,-99.0596970687,110,2903,19.3893717568,-99.0596970687
427,10845,19.3049555869,-99.1443875945,326,8448,19.3049665181,-99.1443875945
101,2684,19.255429609,-99.0113240806,216,5480,19.2554143389,-99.0113240806
507,12808,19.337297479,-99.1841845855,285,7431,19.337281308,-99.1841845855
153,3940,19.4212400661,-99.1748508473,209,5313,19.4212272626,-99.1748508473
507,12780,19.3244992575,-99.2467394533,20,579,19.3244962671,-99.2467394533
307,7931,19.3240949922,-99.1733445873,443,11195,19.3240239115,-99.1733445873
543,13835,19.3560769785,-99.0932659089,525,13273,19.3560661764,-99.0932659089
473,13477,19.3429059715,-99.1510832629,155,4012,19.3429003509,-99.1510832629
582,14813,19.382583597,-99.0761871999,257,6687,19.3826242381,-99.0761871999
105,2767,19.2777994597,-99.1677861096,522,13195,19.2777925027,-99.1677861096
262,6871,19.4816216866,-99.1530838844,424,10773,19.4815750404,-99.1530838844
41,4778,19.2989308117,-99.1499824552,427,10842,19.2989633782,-99.1499824552
259,6737,19.4276740158,-99.0471471779,332,14358,19.4276713436,-99.0471471779
314,8162,19.3695863285,-99.1654481499,156,4049,19.3696455483,-99.1654481499
244,6263,19.6157638704,-99.0625662869,504,12729,19.6157850413,-99.0625662869
254,6604,19.4382443376,-99.1376413216,393,9921,19.4382625,-99.1376413216
497,12486,19.4826118,-99.1059528,139,14845,19.4826118,-99.1059528
384,9744,19.2443461002,-99.1482377117,513,12937,19.2443548828,-99.1482377117
535,13556,19.5201639584,-99.0965157795,377,9537,19.5201565685,-99.0965157795
473,11972,19.3384412617,-99.1895385801,30,782,19.3384347152,-99.1895385801
452,11434,19.4679065723,-99.138714976,67,10866,19.4678888314,-99.138714976
398,10013,19.3785990997,-99.0598418485,247,6382,19.3786306788,-99.0598418485
647,16644,19.3182388762,-99.138818042,9,268,19.318254041,-99.138818042
337,8691,19.4774997554,-99.1996037607,583,15405,19.477419123,-99.1996037607
62,1683,19.2558702242,-99.1067511776,420,10657,19.2558902139,-99.1067511776
462,11629,19.4829660114,-99.1067007251,139,3573,19.4829127781,-99.1067007251
618,15839,19.4732779615,-99.079593803,310,10817,19.4732808012,-99.079593803
139,6731,19.4897290734,-99.1008785291,387,16529,19.489778603,-99.1008785291
231,11274,19.4178327,-99.0728861,534,13540,19.4178267313,-99.0728861
369,9345,19.4285711,-99.1733868,236,6071,19.428613276,-99.1733868
10,14305,19.2635216989,-99.1076976797,235,14459,19.2635802248,-99.1076976797
341,8790,19.2891606307,-99.1470518961,221,5673,19.2892086586,-99.1470518961
193,4909,19.303444192,-99.2346326061,35,891,19.3034923,-99.2346326061
65,1779,19.2999492101,-99.1109505456,402,10136,19.2999692114,-99.1109505456
332,14362,19.4256661548,-99.037035852,259,6743,19.4256541559,-99.037035852
139,3612,19.5986310277,-99.0497965913,179,4635,19.598598263,-99.0497965913
140,3628,19.4827201468,-99.1860301583,102,15965,19.4827250255,-99.1860301583
552,14067,19.8001189135,-99.1031107126,462,11649,19.8001262491,-99.1031107126
114,2986,19.3362736181,-99.176955537,169,4406,19.3362775315,-99.176955537
139,3591,19.536709811,-99.0618057639,377,9544,19.5367356902,-99.0618057639
231,11283,19.3947964217,-99.0732499433,611,15656,19.3948596688,-99.0732499433
61,5991,19.2549498279,-99.0664833494,165,16549,19.2549499161,-99.0664833494
187,4799,19.3641810353,-99.1889575023,324,8386,19.3641684121,-99.1889575023
434,11005,19.3482828211,-99.1503682304,160,4163,19.3482335189,-99.1503682304
262,6862,19.4758084225,-99.1278850423,424,10761,19.4757418133,-99.1278850423
164,4264,19.3459147069,-99.1899314189,187,4794,19.3458824879,-99.1899314189
308,7979,19.4566494558,-99.2151261707,89,8971,19.4566106638,-99.2151261707
17,9476,19.3424537176,-99.1478604193,15,12839,19.3424585011,-99.1478604193
61,1642,19.2037766948,-99.0477459894,165,4292,19.203737621,-99.0477459894
372,9455,19.3080012902,-99.134249761,402,10133,19.308017047,-99.134249761
414,10437,19.3861822154,-99.1642982899,472,11947,19.3862305362,-99.1642982899
8,10598,19.3562753,-99.3005002,482,12188,19.3562753,-99.3005002
240,6174,19.4497908068,-99.0816753025,46,1239,19.4498143902,-99.0816753025
463,11689,19.4260984994,-99.1762956331,81,8105,19.426023207,-99.1762956331
83,15277,19.3693117858,-99.1828121279,170,4411,19.3693232917,-99.1828121279
582,14784,19.3376315886,-99.0651699514,194,12069,19.3376496147,-99.0651699514
78,13319,19.3586447429,-99.085523379,133,3433,19.3586686804,-99.085523379
98,2577,19.2985944418,-99.2115224918,473,11982,19.2985891292,-99.2115224918
37,931,19.3722827184,-99.0973323775,613,15694,19.3722822978,-99.0973323775
12,336,19.4189462974,-99.1776720785,441,11180,19.4189641436,-99.1776720785
176,4571,19.3106013748,-99.1239473045,517,13088,19.3106093444,-99.1239473045
129,3301,19.3646268647,-99.0679713335,416,10537,19.3646674696,-99.0679713335
211,5359,19.4159683725,-99.0569164551,259,8822,19.4159800941,-99.0569164551
62,1685,19.2557929662,-99.1065059768,420,10658,19.2558012188,-99.1065059768
257,6690,19.3838708844,-99.0758124836,78,2069,19.3838315468,-99.0758124836
79,9298,19.3722941575,-99.0976992214,261,6801,19.37229748,-99.0976992214
278,7212,19.3056182,-99.18463,445,11224,19.3056209333,-99.18463
611,15654,19.3949712501,-99.0732099084,366,9283,19.3950377824,-99.0732099084
221,5668,19.2767846815,-99.1325560821,84,2233,19.2767758146,-99.1325560821
55,12999,19.4189908943,-99.0706551377,332,8607,19.4189398147,-99.0706551377
31,852,19.3371570194,-99.1849500984,285,7429,19.3371673683,-99.1849500984
226,5815,19.3424569023,-99.0477988732,551,14022,19.3424713369,-99.0477988732
122,3126,19.4770158446,-99.1215376289,262,6858,19.4769939484,-99.1215376289
144,3693,19.2978625661,-99.1523518456,500,12586,19.2978736549,-99.1523518456
198,5046,19.2881662315,-99.1803204373,41,4770,19.2881752,-99.1803204373
361,16275,19.3225237,-99.1744289,266,6963,19.3224719062,-99.1744289
255,6614,19.3470401,-99.1901723,155,3990,19.3469553952,-99.1901723
271,7086,19.3123326487,-98.9637313828,149,3838,19.3122701204,-98.9637313828
68,1824,19.3692647876,-99.1827481605,83,15277,19.3693117858,-99.1827481605
156,4039,19.3291413614,-99.1476115399,278,7225,19.3292235049,-99.1476115399
370,11772,19.4283228644,-99.0470967716,125,12399,19.4283364451,-99.0470967716
230,5904,19.4722865935,-99.2106864215,331,8565,19.4722796716,-99.2106864215
520,13157,19.3180717793,-99.0750140425,39,1000,19.3181282705,-99.0750140425
436,11072,19.4203957898,-99.0975617918,149,3816,19.4204339706,-99.0975617918
561,14316,19.3570123585,-99.0963425929,150,3862,19.3570017218,-99.0963425929
237,6090,19.4530843198,-99.1303547311,403,10151,19.4530906,-99.1303547311
484,13679,19.4179039516,-99.0737604613,231,11271,19.4179031975,-99.0737604613
198,16003,19.284637345,-99.1907372503,124,3192,19.284662717,-99.1907372503
471,11900,19.4001112,-99.0720272,582,14820,19.4001776222,-99.0720272
409,10326,19.3437729263,-99.1903064005,97,5841,19.3437477,-99.1903064005
177,4605,19.3777984967,-99.0696564668,578,14730,19.3777922831,-99.0696564668
216,5449,19.3187947318,-99.0763453906,431,10935,19.3187944075,-99.0763453906
9,277,19.2977766519,-99.1382459186,369,9374,19.2977699036,-99.1382459186
9,257,19.3443674852,-99.1624998766,315,8188,19.3443567739,-99.1624998766
43,1171,19.5179323893,-99.0986743552,377,9536,19.5179042295,-99.0986743552
273,15367,19.3828485651,-99.101193478,129,3293,19.3827801952,-99.101193478
611,15646,19.416095933,-99.0725200616,202,5159,19.4160453733,-99.0725200616
67,1808,19.5200503454,-99.1568970926,333,8624,19.5200013178,-99.1568970926
78,2066,19.3829131691,-99.0760863831,413,10371,19.3828612868,-99.0760863831
206,5274,19.4909957751,-99.168823297,424,10780,19.4910659751,-99.168823297
189,4847,19.4076884019,-99.0820805082,79,2115,19.4076718667,-99.0820805082
14,424,19.3549870884,-99.0835073412,540,13717,19.3550249954,-99.0835073412
336,8678,19.344170101,-99.1371701625,520,13177,19.3441842577,-99.1371701625
387,16488,19.6008277031,-99.0475229598,244,6258,19.6008363,-99.0475229598
102,16701,19.510874767,-99.1928907619,94,2447,19.5108804501,-99.1928907619
452,11441,19.5004426488,-99.1486749652,629,16241,19.5004936081,-99.1486749652
79,2115,19.4076718667,-99.082050616,189,4846,19.4076884019,-99.082050616
57,1510,19.3553023284,-99.2156410875,499,12558,19.3552651,-99.2156410875
424,10760,19.4788516735,-99.1267709399,262,6861,19.4788237043,-99.1267709399
285,7429,19.3371673683,-99.1848559541,507,12807,19.3371763495,-99.1848559541
129,3284,19.4089198893,-99.1134289126,372,9433,19.4088871187,-99.1134289126
56,1461,19.4730650787,-99.1449851757,204,5211,19.4730731518,-99.1449851757
97,5870,19.2798982816,-99.232442826,193,4900,19.2799629717,-99.232442826
356,9113,19.3562744718,-98.9833166449,256,6648,19.356270776,-98.9833166449
15,12818,19.3233701652,-99.1724998381,281,7300,19.3234219773,-99.1724998381
219,12053,19.427623647,-99.1796401047,91,2408,19.4276226,-99.1796401047
4,89,19.3037788448,-99.1801999517,33,864,19.303769885,-99.1801999517
46,1235,19.4508633297,-99.0792817276,421,10681,19.4508696846,-99.0792817276
471,11897,19.3894323273,-99.0744956301,624,16033,19.3894861118,-99.0744956301
226,5815,19.3424569023,-99.0477988732,449,11361,19.34245558,-99.0477988732
248,6424,19.4760093619,-99.0789745038,615,15766,19.4759506236,-99.0789745038
